#Duplication rate	Coverage
1.0	28845.0
2.0	8990.0
3.0	3729.0
4.0	2049.0
5.0	1251.0
6.0	869.0
7.0	600.0
8.0	458.0
9.0	361.0
10.0	327.0
11.0	248.0
12.0	229.0
13.0	186.0
14.0	169.0
15.0	156.0
16.0	138.0
17.0	148.0
18.0	109.0
19.0	97.0
20.0	70.0
21.0	77.0
22.0	85.0
23.0	69.0
24.0	61.0
25.0	47.0
26.0	72.0
27.0	55.0
28.0	43.0
29.0	44.0
30.0	41.0
31.0	46.0
32.0	45.0
33.0	37.0
34.0	34.0
35.0	32.0
36.0	35.0
37.0	50.0
38.0	26.0
39.0	32.0
40.0	39.0
41.0	23.0
42.0	22.0
43.0	32.0
44.0	33.0
45.0	24.0
46.0	25.0
47.0	16.0
48.0	20.0
49.0	21.0
50.0	2251.0
