#Duplication rate	Coverage
1.0	24415.0
2.0	6635.0
3.0	2668.0
4.0	1398.0
5.0	835.0
6.0	632.0
7.0	440.0
8.0	371.0
9.0	232.0
10.0	233.0
11.0	207.0
12.0	154.0
13.0	143.0
14.0	127.0
15.0	99.0
16.0	93.0
17.0	98.0
18.0	80.0
19.0	66.0
20.0	85.0
21.0	56.0
22.0	68.0
23.0	36.0
24.0	60.0
25.0	44.0
26.0	45.0
27.0	37.0
28.0	46.0
29.0	38.0
30.0	38.0
31.0	39.0
32.0	21.0
33.0	38.0
34.0	41.0
35.0	33.0
36.0	19.0
37.0	36.0
38.0	34.0
39.0	17.0
40.0	21.0
41.0	21.0
42.0	22.0
43.0	30.0
44.0	27.0
45.0	20.0
46.0	25.0
47.0	23.0
48.0	19.0
49.0	18.0
50.0	1932.0
