#Duplication rate	Coverage
1.0	5024.0
2.0	1146.0
3.0	428.0
4.0	256.0
5.0	143.0
6.0	109.0
7.0	69.0
8.0	55.0
9.0	42.0
10.0	33.0
11.0	34.0
12.0	23.0
13.0	16.0
14.0	20.0
15.0	22.0
16.0	20.0
17.0	21.0
18.0	15.0
19.0	14.0
20.0	12.0
21.0	17.0
22.0	9.0
23.0	6.0
24.0	9.0
25.0	16.0
26.0	9.0
27.0	5.0
28.0	8.0
29.0	7.0
30.0	11.0
31.0	6.0
32.0	6.0
33.0	2.0
34.0	6.0
35.0	5.0
36.0	8.0
37.0	4.0
38.0	6.0
39.0	4.0
40.0	4.0
41.0	6.0
42.0	3.0
43.0	4.0
44.0	9.0
45.0	7.0
46.0	5.0
47.0	7.0
48.0	5.0
49.0	4.0
50.0	1028.0
