#Duplication rate	Coverage
1.0	29133.0
2.0	8528.0
3.0	3312.0
4.0	1957.0
5.0	1135.0
6.0	777.0
7.0	575.0
8.0	498.0
9.0	366.0
10.0	326.0
11.0	223.0
12.0	199.0
13.0	169.0
14.0	173.0
15.0	145.0
16.0	151.0
17.0	121.0
18.0	114.0
19.0	90.0
20.0	82.0
21.0	90.0
22.0	80.0
23.0	69.0
24.0	80.0
25.0	51.0
26.0	54.0
27.0	50.0
28.0	52.0
29.0	39.0
30.0	49.0
31.0	37.0
32.0	32.0
33.0	36.0
34.0	41.0
35.0	35.0
36.0	34.0
37.0	42.0
38.0	33.0
39.0	29.0
40.0	27.0
41.0	21.0
42.0	28.0
43.0	20.0
44.0	20.0
45.0	21.0
46.0	34.0
47.0	28.0
48.0	22.0
49.0	23.0
50.0	2225.0
