#Duplication rate	Coverage
1.0	19521.0
2.0	5206.0
3.0	1873.0
4.0	1100.0
5.0	661.0
6.0	474.0
7.0	337.0
8.0	285.0
9.0	192.0
10.0	179.0
11.0	147.0
12.0	144.0
13.0	103.0
14.0	99.0
15.0	68.0
16.0	80.0
17.0	71.0
18.0	72.0
19.0	63.0
20.0	52.0
21.0	51.0
22.0	53.0
23.0	52.0
24.0	35.0
25.0	24.0
26.0	42.0
27.0	34.0
28.0	32.0
29.0	42.0
30.0	31.0
31.0	33.0
32.0	31.0
33.0	21.0
34.0	22.0
35.0	20.0
36.0	21.0
37.0	22.0
38.0	18.0
39.0	16.0
40.0	20.0
41.0	25.0
42.0	14.0
43.0	9.0
44.0	14.0
45.0	13.0
46.0	20.0
47.0	20.0
48.0	16.0
49.0	13.0
50.0	1630.0
