#Duplication rate	Coverage
1.0	15545.0
2.0	3712.0
3.0	1343.0
4.0	769.0
5.0	495.0
6.0	346.0
7.0	243.0
8.0	181.0
9.0	164.0
10.0	150.0
11.0	99.0
12.0	120.0
13.0	91.0
14.0	91.0
15.0	59.0
16.0	64.0
17.0	60.0
18.0	51.0
19.0	61.0
20.0	57.0
21.0	39.0
22.0	43.0
23.0	41.0
24.0	47.0
25.0	24.0
26.0	32.0
27.0	27.0
28.0	27.0
29.0	31.0
30.0	34.0
31.0	30.0
32.0	20.0
33.0	17.0
34.0	11.0
35.0	15.0
36.0	15.0
37.0	15.0
38.0	14.0
39.0	18.0
40.0	14.0
41.0	15.0
42.0	9.0
43.0	13.0
44.0	11.0
45.0	9.0
46.0	7.0
47.0	9.0
48.0	9.0
49.0	14.0
50.0	1424.0
