#Duplication rate	Coverage
1.0	28266.0
2.0	8447.0
3.0	3312.0
4.0	1963.0
5.0	1060.0
6.0	859.0
7.0	556.0
8.0	419.0
9.0	330.0
10.0	310.0
11.0	237.0
12.0	193.0
13.0	171.0
14.0	150.0
15.0	141.0
16.0	127.0
17.0	112.0
18.0	99.0
19.0	106.0
20.0	91.0
21.0	65.0
22.0	74.0
23.0	59.0
24.0	59.0
25.0	70.0
26.0	41.0
27.0	53.0
28.0	51.0
29.0	36.0
30.0	44.0
31.0	42.0
32.0	41.0
33.0	39.0
34.0	42.0
35.0	40.0
36.0	32.0
37.0	36.0
38.0	31.0
39.0	26.0
40.0	28.0
41.0	24.0
42.0	34.0
43.0	24.0
44.0	19.0
45.0	17.0
46.0	22.0
47.0	14.0
48.0	24.0
49.0	17.0
50.0	2142.0
