#Duplication rate	Coverage
1.0	15741.0
2.0	4112.0
3.0	1502.0
4.0	860.0
5.0	497.0
6.0	360.0
7.0	284.0
8.0	212.0
9.0	163.0
10.0	144.0
11.0	105.0
12.0	121.0
13.0	106.0
14.0	83.0
15.0	73.0
16.0	59.0
17.0	41.0
18.0	60.0
19.0	51.0
20.0	54.0
21.0	38.0
22.0	39.0
23.0	30.0
24.0	40.0
25.0	29.0
26.0	27.0
27.0	34.0
28.0	37.0
29.0	18.0
30.0	24.0
31.0	34.0
32.0	21.0
33.0	21.0
34.0	24.0
35.0	20.0
36.0	24.0
37.0	17.0
38.0	12.0
39.0	14.0
40.0	20.0
41.0	21.0
42.0	12.0
43.0	13.0
44.0	11.0
45.0	16.0
46.0	15.0
47.0	16.0
48.0	16.0
49.0	11.0
50.0	1491.0
