#Duplication rate	Coverage
1.0	20276.0
2.0	5306.0
3.0	1959.0
4.0	1068.0
5.0	662.0
6.0	511.0
7.0	317.0
8.0	308.0
9.0	219.0
10.0	184.0
11.0	148.0
12.0	130.0
13.0	126.0
14.0	127.0
15.0	79.0
16.0	86.0
17.0	75.0
18.0	75.0
19.0	59.0
20.0	69.0
21.0	42.0
22.0	45.0
23.0	40.0
24.0	52.0
25.0	40.0
26.0	45.0
27.0	37.0
28.0	49.0
29.0	28.0
30.0	32.0
31.0	25.0
32.0	33.0
33.0	35.0
34.0	28.0
35.0	27.0
36.0	23.0
37.0	21.0
38.0	15.0
39.0	27.0
40.0	15.0
41.0	16.0
42.0	26.0
43.0	17.0
44.0	17.0
45.0	15.0
46.0	11.0
47.0	12.0
48.0	24.0
49.0	21.0
50.0	1690.0
