#Duplication rate	Coverage
1.0	16296.0
2.0	3918.0
3.0	1351.0
4.0	812.0
5.0	449.0
6.0	372.0
7.0	251.0
8.0	228.0
9.0	182.0
10.0	158.0
11.0	105.0
12.0	104.0
13.0	112.0
14.0	101.0
15.0	75.0
16.0	77.0
17.0	70.0
18.0	64.0
19.0	64.0
20.0	56.0
21.0	40.0
22.0	49.0
23.0	25.0
24.0	45.0
25.0	34.0
26.0	29.0
27.0	27.0
28.0	27.0
29.0	22.0
30.0	29.0
31.0	24.0
32.0	14.0
33.0	19.0
34.0	20.0
35.0	15.0
36.0	19.0
37.0	23.0
38.0	12.0
39.0	24.0
40.0	13.0
41.0	19.0
42.0	23.0
43.0	13.0
44.0	13.0
45.0	19.0
46.0	14.0
47.0	9.0
48.0	9.0
49.0	8.0
50.0	1428.0
