#Duplication rate	Coverage
1.0	24577.0
2.0	7379.0
3.0	2810.0
4.0	1669.0
5.0	947.0
6.0	676.0
7.0	510.0
8.0	412.0
9.0	293.0
10.0	247.0
11.0	185.0
12.0	196.0
13.0	190.0
14.0	137.0
15.0	117.0
16.0	110.0
17.0	101.0
18.0	100.0
19.0	89.0
20.0	75.0
21.0	63.0
22.0	56.0
23.0	61.0
24.0	56.0
25.0	53.0
26.0	45.0
27.0	46.0
28.0	56.0
29.0	45.0
30.0	43.0
31.0	35.0
32.0	38.0
33.0	26.0
34.0	29.0
35.0	23.0
36.0	30.0
37.0	32.0
38.0	18.0
39.0	32.0
40.0	16.0
41.0	21.0
42.0	22.0
43.0	24.0
44.0	20.0
45.0	17.0
46.0	25.0
47.0	18.0
48.0	27.0
49.0	10.0
50.0	1944.0
