#Duplication rate	Coverage
1.0	12674.0
2.0	3051.0
3.0	1069.0
4.0	624.0
5.0	390.0
6.0	284.0
7.0	201.0
8.0	162.0
9.0	147.0
10.0	118.0
11.0	100.0
12.0	83.0
13.0	84.0
14.0	73.0
15.0	64.0
16.0	57.0
17.0	58.0
18.0	47.0
19.0	44.0
20.0	37.0
21.0	28.0
22.0	35.0
23.0	22.0
24.0	30.0
25.0	19.0
26.0	24.0
27.0	21.0
28.0	22.0
29.0	25.0
30.0	19.0
31.0	26.0
32.0	16.0
33.0	17.0
34.0	21.0
35.0	17.0
36.0	22.0
37.0	16.0
38.0	17.0
39.0	7.0
40.0	8.0
41.0	11.0
42.0	14.0
43.0	7.0
44.0	8.0
45.0	6.0
46.0	9.0
47.0	8.0
48.0	7.0
49.0	2.0
50.0	1296.0
