#Duplication rate	Coverage
1.0	33013.0
2.0	10911.0
3.0	4643.0
4.0	2846.0
5.0	1683.0
6.0	1177.0
7.0	841.0
8.0	706.0
9.0	472.0
10.0	451.0
11.0	361.0
12.0	285.0
13.0	231.0
14.0	227.0
15.0	215.0
16.0	167.0
17.0	182.0
18.0	168.0
19.0	131.0
20.0	112.0
21.0	115.0
22.0	103.0
23.0	86.0
24.0	110.0
25.0	88.0
26.0	85.0
27.0	66.0
28.0	65.0
29.0	67.0
30.0	65.0
31.0	60.0
32.0	63.0
33.0	41.0
34.0	52.0
35.0	43.0
36.0	43.0
37.0	44.0
38.0	32.0
39.0	43.0
40.0	38.0
41.0	34.0
42.0	29.0
43.0	29.0
44.0	31.0
45.0	29.0
46.0	27.0
47.0	26.0
48.0	34.0
49.0	23.0
50.0	2543.0
