#Duplication rate	Coverage
1.0	25529.0
2.0	7448.0
3.0	2886.0
4.0	1630.0
5.0	891.0
6.0	708.0
7.0	513.0
8.0	413.0
9.0	297.0
10.0	253.0
11.0	221.0
12.0	201.0
13.0	162.0
14.0	146.0
15.0	118.0
16.0	109.0
17.0	93.0
18.0	81.0
19.0	80.0
20.0	76.0
21.0	63.0
22.0	65.0
23.0	57.0
24.0	52.0
25.0	33.0
26.0	64.0
27.0	50.0
28.0	52.0
29.0	41.0
30.0	38.0
31.0	28.0
32.0	34.0
33.0	38.0
34.0	38.0
35.0	46.0
36.0	39.0
37.0	27.0
38.0	25.0
39.0	30.0
40.0	31.0
41.0	15.0
42.0	28.0
43.0	19.0
44.0	18.0
45.0	22.0
46.0	15.0
47.0	24.0
48.0	15.0
49.0	15.0
50.0	2025.0
