#Duplication rate	Coverage
1.0	13116.0
2.0	3024.0
3.0	1095.0
4.0	611.0
5.0	377.0
6.0	281.0
7.0	210.0
8.0	156.0
9.0	133.0
10.0	116.0
11.0	102.0
12.0	90.0
13.0	84.0
14.0	74.0
15.0	77.0
16.0	63.0
17.0	54.0
18.0	70.0
19.0	48.0
20.0	54.0
21.0	40.0
22.0	40.0
23.0	29.0
24.0	33.0
25.0	33.0
26.0	24.0
27.0	23.0
28.0	20.0
29.0	21.0
30.0	25.0
31.0	21.0
32.0	17.0
33.0	17.0
34.0	17.0
35.0	8.0
36.0	11.0
37.0	12.0
38.0	15.0
39.0	20.0
40.0	15.0
41.0	10.0
42.0	8.0
43.0	11.0
44.0	6.0
45.0	8.0
46.0	8.0
47.0	8.0
48.0	7.0
49.0	8.0
50.0	1284.0
