#Duplication rate	Coverage
1.0	31609.0
2.0	10189.0
3.0	4157.0
4.0	2484.0
5.0	1401.0
6.0	1072.0
7.0	707.0
8.0	565.0
9.0	459.0
10.0	368.0
11.0	304.0
12.0	276.0
13.0	234.0
14.0	206.0
15.0	165.0
16.0	162.0
17.0	155.0
18.0	131.0
19.0	107.0
20.0	87.0
21.0	89.0
22.0	80.0
23.0	94.0
24.0	66.0
25.0	69.0
26.0	74.0
27.0	49.0
28.0	63.0
29.0	57.0
30.0	42.0
31.0	38.0
32.0	45.0
33.0	39.0
34.0	51.0
35.0	40.0
36.0	44.0
37.0	26.0
38.0	23.0
39.0	33.0
40.0	31.0
41.0	22.0
42.0	30.0
43.0	26.0
44.0	27.0
45.0	23.0
46.0	23.0
47.0	21.0
48.0	23.0
49.0	23.0
50.0	2421.0
