#Duplication rate	Coverage
1.0	5233.0
2.0	1228.0
3.0	477.0
4.0	306.0
5.0	147.0
6.0	123.0
7.0	86.0
8.0	76.0
9.0	75.0
10.0	54.0
11.0	42.0
12.0	38.0
13.0	31.0
14.0	37.0
15.0	18.0
16.0	29.0
17.0	21.0
18.0	26.0
19.0	12.0
20.0	14.0
21.0	16.0
22.0	13.0
23.0	12.0
24.0	12.0
25.0	18.0
26.0	16.0
27.0	21.0
28.0	19.0
29.0	9.0
30.0	12.0
31.0	14.0
32.0	15.0
33.0	17.0
34.0	11.0
35.0	14.0
36.0	16.0
37.0	15.0
38.0	11.0
39.0	10.0
40.0	9.0
41.0	11.0
42.0	13.0
43.0	17.0
44.0	11.0
45.0	6.0
46.0	8.0
47.0	16.0
48.0	16.0
49.0	20.0
50.0	819.0
