#Duplication rate	Coverage
1.0	26554.0
2.0	7586.0
3.0	2970.0
4.0	1676.0
5.0	970.0
6.0	680.0
7.0	485.0
8.0	422.0
9.0	314.0
10.0	254.0
11.0	199.0
12.0	178.0
13.0	157.0
14.0	135.0
15.0	138.0
16.0	108.0
17.0	105.0
18.0	70.0
19.0	83.0
20.0	85.0
21.0	65.0
22.0	60.0
23.0	52.0
24.0	51.0
25.0	56.0
26.0	50.0
27.0	49.0
28.0	60.0
29.0	51.0
30.0	45.0
31.0	37.0
32.0	39.0
33.0	28.0
34.0	35.0
35.0	39.0
36.0	34.0
37.0	21.0
38.0	33.0
39.0	29.0
40.0	27.0
41.0	29.0
42.0	28.0
43.0	25.0
44.0	30.0
45.0	24.0
46.0	26.0
47.0	17.0
48.0	28.0
49.0	20.0
50.0	2067.0
