#Duplication rate	Coverage
1.0	17362.0
2.0	4414.0
3.0	1627.0
4.0	930.0
5.0	549.0
6.0	426.0
7.0	313.0
8.0	231.0
9.0	195.0
10.0	167.0
11.0	134.0
12.0	123.0
13.0	90.0
14.0	97.0
15.0	73.0
16.0	74.0
17.0	66.0
18.0	44.0
19.0	46.0
20.0	48.0
21.0	49.0
22.0	41.0
23.0	45.0
24.0	33.0
25.0	35.0
26.0	33.0
27.0	32.0
28.0	39.0
29.0	25.0
30.0	22.0
31.0	27.0
32.0	27.0
33.0	25.0
34.0	22.0
35.0	13.0
36.0	19.0
37.0	11.0
38.0	20.0
39.0	15.0
40.0	13.0
41.0	26.0
42.0	12.0
43.0	21.0
44.0	17.0
45.0	11.0
46.0	9.0
47.0	6.0
48.0	15.0
49.0	13.0
50.0	1541.0
