#Duplication rate	Coverage
1.0	20325.0
2.0	5446.0
3.0	1937.0
4.0	1114.0
5.0	643.0
6.0	514.0
7.0	320.0
8.0	264.0
9.0	248.0
10.0	177.0
11.0	156.0
12.0	128.0
13.0	121.0
14.0	95.0
15.0	83.0
16.0	86.0
17.0	78.0
18.0	67.0
19.0	61.0
20.0	69.0
21.0	70.0
22.0	47.0
23.0	50.0
24.0	42.0
25.0	38.0
26.0	31.0
27.0	37.0
28.0	36.0
29.0	33.0
30.0	25.0
31.0	31.0
32.0	35.0
33.0	32.0
34.0	22.0
35.0	35.0
36.0	20.0
37.0	25.0
38.0	25.0
39.0	18.0
40.0	21.0
41.0	16.0
42.0	18.0
43.0	23.0
44.0	22.0
45.0	12.0
46.0	15.0
47.0	6.0
48.0	10.0
49.0	18.0
50.0	1698.0
