#Coverage (X)	Coverage
1.0	0.0054463402830435825
2.0	0.005177821418072881
3.0	0.004914537081916137
4.0	0.004877957696038493
5.0	0.004687115499706351
6.0	0.004662500751123844
7.0	0.004564727230786048
8.0	0.004532291846885528
9.0	0.004452184861293063
10.0	0.00442831790253706
11.0	0.004343630704227053
12.0	0.00429720541892209
13.0	0.004249253396039876
14.0	0.0042232676994302665
15.0	0.004155810825139383
16.0	0.004104898800846968
17.0	0.004008246965256035
18.0	0.00395238083333993
19.0	0.003910785024018537
20.0	0.003891030909329629
21.0	0.003810518870906776
22.0	0.003746146629666214
23.0	0.003681836704245711
24.0	0.0036561625867364
25.0	0.003611513302274716
26.0	0.0035778627598972434
27.0	0.003514705677133634
28.0	0.0034733902890025092
29.0	0.0033881734062362057
30.0	0.0033427763319480164
31.0	0.0032733565093536754
32.0	0.00323852196640928
33.0	0.003178948043242258
34.0	0.0031462322381514696
35.0	0.003071951781649318
36.0	0.003030916814694251
37.0	0.00299066079548993
38.0	0.002968195942671059
39.0	0.002886936114421701
40.0	0.002852755887587932
41.0	0.0027742379553785668
42.0	0.002734542778540572
43.0	0.0026649671663960817
44.0	0.0026408509443598405
45.0	0.0025647321711943505
46.0	0.002535100999153883
47.0	0.002480699288980759
48.0	0.0024655877028294526
49.0	0.002426422210461965
50.0	0.0023950461954882485
51.0	0.0023399590113086788
