#Duplication rate	Coverage
1.0	12049.0
2.0	2806.0
3.0	968.0
4.0	569.0
5.0	333.0
6.0	288.0
7.0	195.0
8.0	183.0
9.0	138.0
10.0	109.0
11.0	93.0
12.0	63.0
13.0	80.0
14.0	71.0
15.0	62.0
16.0	38.0
17.0	49.0
18.0	47.0
19.0	40.0
20.0	28.0
21.0	35.0
22.0	31.0
23.0	38.0
24.0	24.0
25.0	22.0
26.0	33.0
27.0	16.0
28.0	25.0
29.0	33.0
30.0	20.0
31.0	16.0
32.0	20.0
33.0	17.0
34.0	11.0
35.0	17.0
36.0	8.0
37.0	15.0
38.0	10.0
39.0	11.0
40.0	10.0
41.0	12.0
42.0	15.0
43.0	11.0
44.0	8.0
45.0	12.0
46.0	6.0
47.0	3.0
48.0	3.0
49.0	8.0
50.0	1268.0
