#Duplication rate	Coverage
1.0	8017.0
2.0	1715.0
3.0	619.0
4.0	389.0
5.0	219.0
6.0	196.0
7.0	156.0
8.0	90.0
9.0	79.0
10.0	70.0
11.0	68.0
12.0	56.0
13.0	58.0
14.0	43.0
15.0	43.0
16.0	37.0
17.0	29.0
18.0	29.0
19.0	27.0
20.0	22.0
21.0	17.0
22.0	14.0
23.0	13.0
24.0	14.0
25.0	14.0
26.0	17.0
27.0	13.0
28.0	10.0
29.0	10.0
30.0	13.0
31.0	9.0
32.0	4.0
33.0	6.0
34.0	6.0
35.0	11.0
36.0	4.0
37.0	9.0
38.0	5.0
39.0	5.0
40.0	3.0
41.0	11.0
42.0	3.0
43.0	5.0
44.0	2.0
45.0	6.0
46.0	7.0
47.0	6.0
48.0	3.0
49.0	4.0
50.0	1150.0
