#Duplication rate	Coverage
1.0	15263.0
2.0	3926.0
3.0	1393.0
4.0	828.0
5.0	491.0
6.0	376.0
7.0	254.0
8.0	219.0
9.0	174.0
10.0	120.0
11.0	101.0
12.0	100.0
13.0	84.0
14.0	76.0
15.0	65.0
16.0	61.0
17.0	53.0
18.0	54.0
19.0	52.0
20.0	42.0
21.0	43.0
22.0	45.0
23.0	32.0
24.0	41.0
25.0	30.0
26.0	34.0
27.0	18.0
28.0	30.0
29.0	21.0
30.0	30.0
31.0	26.0
32.0	21.0
33.0	24.0
34.0	24.0
35.0	16.0
36.0	14.0
37.0	16.0
38.0	12.0
39.0	12.0
40.0	13.0
41.0	12.0
42.0	14.0
43.0	21.0
44.0	12.0
45.0	16.0
46.0	13.0
47.0	11.0
48.0	10.0
49.0	10.0
50.0	1435.0
