#Position (bp)	Coverage
4011823.0	3.614602340956012
1.2035468E7	1.8416684686323983
2.0059113E7	1.0671128894660717
2.8082758E7	0.0019113507638984526
3.6106403E7	4.379555675755844E-4
4.4130048E7	4.815766400432721E-4
5.2153693E7	2.026510395213148E-4
6.0177338E7	1.726148153364213E-4
6.8200983E7	6.917055777019048E-5
7.6224628E7	5.6956657479237925E-5
8.4248273E7	0.1663211670007833
9.2271918E7	2.093811478449009E-5
1.00295563E8	2.218443114070974E-5
1.08319208E8	6.543160870153154E-5
1.16342853E8	2.635959093404556E-4
1.24366498E8	5.483791967366453E-6
1.32390143E8	0.0
1.40413788E8	0.6911390022863674
1.48437433E8	0.5707095715226683
1.56461078E8	7.527750791566675E-5
1.64484723E8	1.9626335661660006
1.72508368E8	2.218443114070974E-5
1.80532013E8	2.8789907828673877E-5
1.88555658E8	6.231581781098242E-5
1.96579303E8	1.1565815785718336E-4
2.04602948E8	5.74177945310392E-4
2.12626593E8	3.0534750727381386E-5
2.20650238E8	2.143664132697795E-5
2.28673883E8	1.190232120189764E-4
2.36697528E8	3.925896522091892E-5
2.44721173E8	4.387033573893162E-5
2.48844709E8	0.0
2.528565315E8	2.3281400596752552E-4
2.60768463E8	2.8976855282106825E-4
2.68792108E8	7.47789813731789E-5
2.76815753E8	1.7411039496388487E-4
2.84839398E8	0.22900290329395181
2.92863043E8	1.0007920340443776E-4
3.00886688E8	3.2653488532954786E-5
3.08910333E8	8.450024895169215E-5
3.16933978E8	5.4837919673664525E-5
3.24957623E8	1.2961690104684342E-5
3.32981268E8	1.7037144589522593E-4
3.41004913E8	2.5947951336331556
3.49028558E8	2.3555379132551352E-4
3.57052203E8	1.4856090966138208E-4
3.65075848E8	2.5300222031258862E-5
3.73099493E8	0.38179405993161464
3.81123138E8	7.577603445815461E-4
3.89146783E8	5.9449290191677226E-5
3.97170428E8	3.3401278346686575E-5
4.05194073E8	1.5254912200128495E-4
4.13217718E8	2.629727511623458E-5
4.21241363E8	4.440625177210607E-4
4.29265008E8	2.716969656558833E-5
4.37288653E8	3.502148960977212E-5
4.45312298E8	6.55562403371535E-5
4.53335943E8	7.851793044183784E-5
4.61359588E8	4.212549284022411E-5
4.69383233E8	1.7597986949821433E-4
4.77406878E8	4.671193703111242E-4
4.85430523E8	4.085425015688007E-4
4.902961485E8	8.063921068443189E-4
4.94307971E8	1.488274534086949E-5
5.01477813E8	2.172329408890847E-4
5.09501458E8	2.2558326047575633E-5
5.17525103E8	1.6812807645403055E-4
