#Duplication rate	Coverage
1.0	1505.0
2.0	324.0
3.0	113.0
4.0	88.0
5.0	40.0
6.0	33.0
7.0	30.0
8.0	27.0
9.0	19.0
10.0	28.0
11.0	24.0
12.0	16.0
13.0	15.0
14.0	21.0
15.0	12.0
16.0	16.0
17.0	14.0
18.0	12.0
19.0	13.0
20.0	23.0
21.0	24.0
22.0	15.0
23.0	21.0
24.0	29.0
25.0	21.0
26.0	12.0
27.0	20.0
28.0	27.0
29.0	17.0
30.0	17.0
31.0	19.0
32.0	18.0
33.0	20.0
34.0	23.0
35.0	25.0
36.0	15.0
37.0	17.0
38.0	13.0
39.0	13.0
40.0	13.0
41.0	18.0
42.0	14.0
43.0	11.0
44.0	13.0
45.0	16.0
46.0	10.0
47.0	6.0
48.0	10.0
49.0	16.0
50.0	395.0
