#Duplication rate	Coverage
1.0	21229.0
2.0	5551.0
3.0	2088.0
4.0	1160.0
5.0	678.0
6.0	523.0
7.0	311.0
8.0	301.0
9.0	240.0
10.0	222.0
11.0	163.0
12.0	138.0
13.0	104.0
14.0	112.0
15.0	89.0
16.0	87.0
17.0	69.0
18.0	102.0
19.0	49.0
20.0	63.0
21.0	53.0
22.0	63.0
23.0	50.0
24.0	52.0
25.0	32.0
26.0	38.0
27.0	42.0
28.0	47.0
29.0	38.0
30.0	29.0
31.0	36.0
32.0	28.0
33.0	34.0
34.0	14.0
35.0	27.0
36.0	27.0
37.0	25.0
38.0	22.0
39.0	22.0
40.0	20.0
41.0	25.0
42.0	10.0
43.0	19.0
44.0	18.0
45.0	15.0
46.0	6.0
47.0	16.0
48.0	18.0
49.0	14.0
50.0	1696.0
