#Duplication rate	Coverage
1.0	24737.0
2.0	7062.0
3.0	2560.0
4.0	1495.0
5.0	848.0
6.0	606.0
7.0	463.0
8.0	365.0
9.0	306.0
10.0	238.0
11.0	182.0
12.0	169.0
13.0	130.0
14.0	131.0
15.0	99.0
16.0	117.0
17.0	100.0
18.0	75.0
19.0	92.0
20.0	81.0
21.0	52.0
22.0	59.0
23.0	58.0
24.0	57.0
25.0	62.0
26.0	41.0
27.0	53.0
28.0	47.0
29.0	41.0
30.0	22.0
31.0	38.0
32.0	41.0
33.0	37.0
34.0	32.0
35.0	29.0
36.0	25.0
37.0	26.0
38.0	34.0
39.0	24.0
40.0	22.0
41.0	20.0
42.0	21.0
43.0	22.0
44.0	20.0
45.0	20.0
46.0	15.0
47.0	24.0
48.0	16.0
49.0	19.0
50.0	1947.0
