#Duplication rate	Coverage
1.0	10775.0
2.0	2497.0
3.0	920.0
4.0	525.0
5.0	326.0
6.0	242.0
7.0	166.0
8.0	159.0
9.0	133.0
10.0	92.0
11.0	104.0
12.0	90.0
13.0	66.0
14.0	73.0
15.0	59.0
16.0	50.0
17.0	39.0
18.0	35.0
19.0	36.0
20.0	24.0
21.0	34.0
22.0	20.0
23.0	35.0
24.0	34.0
25.0	17.0
26.0	19.0
27.0	26.0
28.0	18.0
29.0	18.0
30.0	14.0
31.0	17.0
32.0	11.0
33.0	14.0
34.0	18.0
35.0	13.0
36.0	11.0
37.0	9.0
38.0	6.0
39.0	8.0
40.0	8.0
41.0	10.0
42.0	5.0
43.0	8.0
44.0	4.0
45.0	5.0
46.0	6.0
47.0	3.0
48.0	7.0
49.0	5.0
50.0	1229.0
