#Duplication rate	Coverage
1.0	5732.0
2.0	1211.0
3.0	423.0
4.0	293.0
5.0	165.0
6.0	106.0
7.0	89.0
8.0	71.0
9.0	54.0
10.0	59.0
11.0	35.0
12.0	31.0
13.0	33.0
14.0	36.0
15.0	24.0
16.0	24.0
17.0	19.0
18.0	15.0
19.0	19.0
20.0	15.0
21.0	14.0
22.0	9.0
23.0	12.0
24.0	7.0
25.0	16.0
26.0	19.0
27.0	11.0
28.0	11.0
29.0	9.0
30.0	10.0
31.0	8.0
32.0	3.0
33.0	5.0
34.0	9.0
35.0	5.0
36.0	6.0
37.0	9.0
38.0	9.0
39.0	12.0
40.0	8.0
41.0	8.0
42.0	14.0
43.0	11.0
44.0	8.0
45.0	3.0
46.0	12.0
47.0	7.0
48.0	11.0
49.0	7.0
50.0	955.0
