#Duplication rate	Coverage
1.0	12814.0
2.0	3050.0
3.0	1064.0
4.0	618.0
5.0	378.0
6.0	277.0
7.0	236.0
8.0	142.0
9.0	134.0
10.0	117.0
11.0	114.0
12.0	78.0
13.0	72.0
14.0	68.0
15.0	62.0
16.0	56.0
17.0	52.0
18.0	42.0
19.0	41.0
20.0	45.0
21.0	32.0
22.0	41.0
23.0	29.0
24.0	28.0
25.0	31.0
26.0	25.0
27.0	31.0
28.0	25.0
29.0	13.0
30.0	26.0
31.0	12.0
32.0	18.0
33.0	23.0
34.0	23.0
35.0	15.0
36.0	8.0
37.0	8.0
38.0	13.0
39.0	12.0
40.0	10.0
41.0	13.0
42.0	9.0
43.0	13.0
44.0	10.0
45.0	4.0
46.0	6.0
47.0	9.0
48.0	9.0
49.0	8.0
50.0	1322.0
