#Duplication rate	Coverage
1.0	21808.0
2.0	5840.0
3.0	2164.0
4.0	1217.0
5.0	711.0
6.0	521.0
7.0	358.0
8.0	338.0
9.0	233.0
10.0	176.0
11.0	184.0
12.0	140.0
13.0	108.0
14.0	129.0
15.0	101.0
16.0	76.0
17.0	71.0
18.0	85.0
19.0	70.0
20.0	65.0
21.0	59.0
22.0	54.0
23.0	50.0
24.0	58.0
25.0	40.0
26.0	47.0
27.0	30.0
28.0	43.0
29.0	40.0
30.0	31.0
31.0	41.0
32.0	42.0
33.0	27.0
34.0	29.0
35.0	29.0
36.0	39.0
37.0	31.0
38.0	26.0
39.0	15.0
40.0	26.0
41.0	16.0
42.0	20.0
43.0	20.0
44.0	13.0
45.0	14.0
46.0	23.0
47.0	19.0
48.0	17.0
49.0	18.0
50.0	1767.0
