#Duplication rate	Coverage
1.0	17180.0
2.0	4164.0
3.0	1474.0
4.0	835.0
5.0	503.0
6.0	391.0
7.0	243.0
8.0	236.0
9.0	160.0
10.0	133.0
11.0	129.0
12.0	112.0
13.0	86.0
14.0	99.0
15.0	66.0
16.0	66.0
17.0	59.0
18.0	55.0
19.0	61.0
20.0	52.0
21.0	45.0
22.0	41.0
23.0	44.0
24.0	45.0
25.0	47.0
26.0	36.0
27.0	34.0
28.0	37.0
29.0	40.0
30.0	31.0
31.0	19.0
32.0	19.0
33.0	24.0
34.0	32.0
35.0	14.0
36.0	24.0
37.0	24.0
38.0	18.0
39.0	21.0
40.0	15.0
41.0	15.0
42.0	18.0
43.0	15.0
44.0	13.0
45.0	12.0
46.0	12.0
47.0	13.0
48.0	20.0
49.0	12.0
50.0	1390.0
