#Duplication rate	Coverage
1.0	21307.0
2.0	6010.0
3.0	2089.0
4.0	1268.0
5.0	709.0
6.0	567.0
7.0	366.0
8.0	309.0
9.0	189.0
10.0	202.0
11.0	170.0
12.0	148.0
13.0	138.0
14.0	117.0
15.0	93.0
16.0	94.0
17.0	67.0
18.0	73.0
19.0	61.0
20.0	58.0
21.0	58.0
22.0	69.0
23.0	48.0
24.0	59.0
25.0	32.0
26.0	40.0
27.0	47.0
28.0	29.0
29.0	34.0
30.0	36.0
31.0	29.0
32.0	21.0
33.0	29.0
34.0	34.0
35.0	23.0
36.0	31.0
37.0	25.0
38.0	23.0
39.0	29.0
40.0	21.0
41.0	21.0
42.0	18.0
43.0	23.0
44.0	17.0
45.0	25.0
46.0	10.0
47.0	16.0
48.0	16.0
49.0	17.0
50.0	1748.0
