#Duplication rate	Coverage
1.0	13198.0
2.0	3163.0
3.0	1099.0
4.0	682.0
5.0	401.0
6.0	306.0
7.0	232.0
8.0	184.0
9.0	126.0
10.0	152.0
11.0	92.0
12.0	120.0
13.0	82.0
14.0	78.0
15.0	47.0
16.0	55.0
17.0	50.0
18.0	50.0
19.0	43.0
20.0	46.0
21.0	40.0
22.0	38.0
23.0	33.0
24.0	29.0
25.0	20.0
26.0	31.0
27.0	26.0
28.0	29.0
29.0	15.0
30.0	24.0
31.0	15.0
32.0	17.0
33.0	17.0
34.0	20.0
35.0	14.0
36.0	11.0
37.0	19.0
38.0	9.0
39.0	18.0
40.0	14.0
41.0	9.0
42.0	13.0
43.0	13.0
44.0	13.0
45.0	6.0
46.0	10.0
47.0	13.0
48.0	3.0
49.0	5.0
50.0	1321.0
